Index	Wastewater Treatment Plant	County	Date	Population Served	Viral Gene Copies Per Person	Viral Gene Copies/L
395	Cary 2	Wake	11/23/2021	74,331	6,884,836	19,593
396	Cary 2	Wake	11/18/2021	74,331	1,218,344	5,328
397	Cary 2	Wake	11/16/2021	74,331	3,068,957	11,556
398	Cary 3	Wake	5/16/2023	75,886	10,335,084	27,552
399	Cary 3	Wake	5/11/2023	75,886	5,883,114	15,478
400	Cary 3	Wake	5/9/2023	75,886	61,767,340	162,500
401	Cary 3	Wake	5/4/2023	75,886	33,755,681	210,548
402	Cary 3	Wake	5/2/2023	75,886	40,177,841	93,331
403	Cary 3	Wake	4/27/2023	75,886	21,034,007	55,120
404	Cary 3	Wake	4/25/2023	75,886	38,808,070	97,737
405	Cary 3	Wake	4/20/2023	75,886	28,275,805	71,212
406	Cary 3	Wake	4/18/2023	75,886	37,181,857	87,384
407	Cary 3	Wake	4/13/2023	75,886	23,916,617	59,634
408	Cary 3	Wake	4/11/2023	75,886	23,048,382	52,209
409	Cary 3	Wake	4/6/2023	75,886	31,552,517	89,849
410	Cary 3	Wake	4/4/2023	75,886	60,318,072	169,593
411	Cary 3	Wake	3/30/2023	75,886	55,592,245	137,588
412	Cary 3	Wake	3/28/2023	75,886	38,710,114	95,924
413	Cary 3	Wake	3/23/2023	75,886	37,563,656	104,299
414	Cary 3	Wake	3/21/2023	75,886	30,989,105	81,958
415	Cary 3	Wake	3/16/2023	75,886	15,254,095	40,026
416	Cary 3	Wake	3/14/2023	75,886	10,854,796	26,635
417	Cary 3	Wake	3/9/2023	75,886	29,894,611	79,272
418	Cary 3	Wake	3/7/2023	75,886	26,847,636	69,989
419	Cary 3	Wake	3/2/2023	75,886	31,609,569	84,490
420	Cary 3	Wake	2/28/2023	75,886	28,249,861	75,510
421	Cary 3	Wake	2/23/2023	75,886	36,717,913	103,093
422	Cary 3	Wake	2/21/2023	75,886	23,597,883	62,164
423	Cary 3	Wake	2/16/2023	75,886	36,716,721	98,536
424	Cary 3	Wake	2/14/2023	75,886	44,602,113	106,066
425	Cary 3	Wake	2/9/2023	75,886	41,568,618	108,506
426	Cary 3	Wake	2/7/2023	75,886	50,895,384	132,852
427	Cary 3	Wake	2/2/2023	75,886	47,563,755	125,133
428	Cary 3	Wake	1/31/2023	75,886	56,478,451	150,362
429	Cary 3	Wake	1/26/2023	75,886	28,451,560	203,703
430	Cary 3	Wake	1/24/2023	75,886	31,835,099	116,036
431	Cary 3	Wake	1/19/2023	75,886	35,153,804	167,394
432	Cary 3	Wake	1/17/2023	75,886	22,294,335	106,160
433	Cary 3	Wake	1/12/2023	75,886	47,565,476	136,027
434	Cary 3	Wake	1/10/2023	75,886	28,038,385	77,636
435	Cary 3	Wake	1/5/2023	75,886	95,768,915	253,283
436	Cary 3	Wake	1/3/2023	75,886	73,498,185	189,386
437	Cary 3	Wake	12/29/2022	75,886	59,587,098	172,124
438	Cary 3	Wake	12/27/2022	75,886	106,196,934	268,127
439	Cary 3	Wake	12/22/2022	75,886	117,916,738	338,665
440	Cary 3	Wake	12/20/2022	75,886	110,831,368	307,734
441	Cary 3	Wake	12/15/2022	75,886	66,230,450	194,112
442	Cary 3	Wake	12/13/2022	75,886	42,580,161	124,071
443	Cary 3	Wake	12/8/2022	75,886	45,455,089	130,925
444	Cary 3	Wake	12/6/2022	75,886	52,357,753	142,418
445	Cary 3	Wake	12/1/2022	75,886	58,459,721	150,635
446	Cary 3	Wake	11/29/2022	75,886	42,032,166	114,022
447	Cary 3	Wake	11/24/2022	75,886	18,540,867	114,225
448	Cary 3	Wake	11/22/2022	75,886	25,548,051	72,750
449	Cary 3	Wake	11/17/2022	75,886	10,454,631	30,958
450	Cary 3	Wake	11/10/2022	75,886	3,693,899	11,428
451	Cary 3	Wake	11/3/2022	75,886	77,026,936	231,856
452	Cary 3	Wake	10/27/2022	75,886	25,227,779	76,281
453	Cary 3	Wake	10/25/2022	75,886	18,094,868	53,033
454	Cary 3	Wake	10/20/2022	75,886	25,744,130	78,315
455	Cary 3	Wake	10/18/2022	75,886	15,098,644	43,551
456	Cary 3	Wake	10/13/2022	75,886	10,174,078	30,083
457	Cary 3	Wake	10/11/2022	75,886	14,912,576	42,525
458	Cary 3	Wake	10/6/2022	75,886	56,323,298	167,029
459	Cary 3	Wake	10/4/2022	75,886	98,527,615	279,771
460	Cary 3	Wake	9/29/2022	75,886	30,202,755	92,298
461	Cary 3	Wake	9/27/2022	75,886	11,797,406	58,686
462	Cary 3	Wake	9/22/2022	75,886	31,994,115	97,475
463	Cary 3	Wake	9/20/2022	75,886	36,310,016	108,805
464	Cary 3	Wake	9/15/2022	75,886	26,892,789	82,308
465	Cary 3	Wake	9/13/2022	75,886	31,900,700	92,818
466	Cary 3	Wake	9/10/2022	75,886	31,421,010	94,296
467	Cary 3	Wake	9/7/2022	75,886	48,454,444	143,270
468	Cary 3	Wake	9/1/2022	75,886	28,822,299	85,221
469	Cary 3	Wake	8/30/2022	75,886	40,850,432	117,493
470	Cary 3	Wake	8/25/2022	75,886	50,585,292	158,947
471	Cary 3	Wake	8/23/2022	75,886	43,906,588	116,737
472	Cary 3	Wake	8/18/2022	75,886	32,768,237	104,105
473	Cary 3	Wake	8/16/2022	75,886	41,733,248	125,620
474	Cary 3	Wake	8/11/2022	75,886	40,796,808	125,630
475	Cary 3	Wake	8/9/2022	75,886	80,804,889	239,985
476	Cary 3	Wake	8/4/2022	75,886	62,350,011	191,707
477	Cary 3	Wake	8/2/2022	75,886	59,798,414	177,072
478	Cary 3	Wake	7/28/2022	75,886	98,152,592	284,345
479	Cary 3	Wake	7/26/2022	75,886	91,861,975	268,449
480	Cary 3	Wake	7/21/2022	75,886	74,685,265	235,782
481	Cary 3	Wake	7/19/2022	75,886	103,440,971	320,013
482	Cary 3	Wake	7/14/2022	75,886	65,615,565	200,824
483	Cary 3	Wake	7/12/2022	75,886	70,064,622	215,427
484	Cary 3	Wake	7/7/2022	75,886	27,498,612	236,595
485	Cary 3	Wake	7/5/2022	75,886	80,440,528	264,794
486	Cary 3	Wake	6/30/2022	75,886	45,838,430	146,559
487	Cary 3	Wake	6/28/2022	75,886	100,330,663	319,259
488	Cary 3	Wake	6/23/2022	75,886	68,076,692	225,576
489	Cary 3	Wake	6/21/2022	75,886	68,087,877	218,743
490	Cary 3	Wake	6/16/2022	75,886	113,485,169	350,006
491	Cary 3	Wake	6/14/2022	75,886	99,688,711	293,030
492	Cary 3	Wake	6/9/2022	75,886	189,071,999	543,027
493	Cary 3	Wake	6/7/2022	75,886	110,416,681	312,072
494	Cary 3	Wake	6/2/2022	75,886	36,581,447	105,670
495	Cary 3	Wake	5/31/2022	75,886	172,310,073	477,114
496	Cary 3	Wake	5/26/2022	75,886	173,448,513	509,096
497	Cary 3	Wake	5/24/2022	75,886	171,186,102	484,714
498	Cary 3	Wake	5/19/2022	75,886	66,334,927	207,137
499	Cary 3	Wake	5/17/2022	75,886	170,213,122	554,029
500	Cary 3	Wake	5/12/2022	75,886	77,592,336	241,162
501	Cary 3	Wake	5/10/2022	75,886	41,190,487	153,599
502	Cary 3	Wake	5/5/2022	75,886	25,112,003	133,180
503	Cary 3	Wake	5/3/2022	75,886	68,878,675	203,061
504	Cary 3	Wake	4/28/2022	75,886	38,856,959	227,104
505	Cary 3	Wake	4/26/2022	75,886	66,854,140	185,781
506	Cary 3	Wake	4/21/2022	75,886	44,056,148	130,457
507	Cary 3	Wake	4/19/2022	75,886	18,024,668	61,327
508	Cary 3	Wake	4/14/2022	75,886	16,372,009	53,454
509	Cary 3	Wake	4/12/2022	75,886	8,036,248	25,531
510	Cary 3	Wake	4/7/2022	75,886	12,544,464	36,184
511	Cary 3	Wake	4/5/2022	75,886	4,678,644	13,854
512	Cary 3	Wake	3/31/2022	75,886	6,017,542	18,032
513	Cary 3	Wake	3/29/2022	75,886	4,556,195	13,257
514	Cary 3	Wake	3/24/2022	75,886	2,387,939	6,948
515	Cary 3	Wake	3/22/2022	75,886	2,257,193	6,567
516	Cary 3	Wake	3/17/2022	75,886	2,888,334	7,998
517	Cary 3	Wake	3/15/2022	75,886	3,985,301	11,596
518	Cary 3	Wake	3/10/2022	75,886	4,414,518	24,583
519	Cary 3	Wake	3/8/2022	75,886	7,853,923	28,900
520	Cary 3	Wake	3/3/2022	75,886	8,554,177	26,546
521	Cary 3	Wake	3/1/2022	75,886	9,897,848	29,704
522	Cary 3	Wake	2/24/2022	75,886	5,687,479	42,386
523	Cary 3	Wake	2/22/2022	75,886	22,130,621	65,436
524	Cary 3	Wake	2/17/2022	75,886	12,100,097	37,376
525	Cary 3	Wake	2/15/2022	75,886	6,852,526	20,352
526	Cary 3	Wake	2/10/2022	75,886	17,211,084	52,277
527	Cary 3	Wake	2/3/2022	75,886	64,679,230	197,056
528	Cary 3	Wake	2/1/2022	75,886	33,361,859	98,936
529	Cary 3	Wake	1/27/2022	75,886	43,090,800	134,367
530	Cary 3	Wake	1/25/2022	75,886	45,230,707	125,936
531	Cary 3	Wake	1/19/2022	75,886	45,823,470	260,603
532	Cary 3	Wake	1/13/2022	75,886	83,668,608	343,851
533	Cary 3	Wake	1/11/2022	75,886	96,646,761	262,531
534	Cary 3	Wake	1/6/2022	75,886	112,156,227	476,356
535	Cary 3	Wake	1/4/2022	75,886	103,846,232	193,657
536	Cary 3	Wake	12/30/2021	75,886	85,775,018	262,524
537	Cary 3	Wake	12/28/2021	75,886	51,510,097	156,221
538	Cary 3	Wake	12/14/2021	75,886	17,660,042	52,919
539	Cary 3	Wake	12/9/2021	75,886	8,063,296	32,881
540	Cary 3	Wake	12/7/2021	75,886	3,673,349	11,074
541	Cary 3	Wake	12/2/2021	75,886	12,241,550	36,628
542	Cary 3	Wake	11/23/2021	75,886	2,077,296	5,857
543	Cary 3	Wake	11/18/2021	75,886	1,404,120	4,304
544	Cary 3	Wake	11/16/2021	75,886	2,049,339	13,694
545	Chapel Hill - Carrboro	Orange	5/17/2023	78,141	4,002,890	11,958
546	Chapel Hill - Carrboro	Orange	5/13/2023	78,141	6,132,187	17,879
547	Chapel Hill - Carrboro	Orange	5/10/2023	78,141	2,024,778	5,471
548	Chapel Hill - Carrboro	Orange	5/6/2023	78,141	2,951,083	7,558
549	Chapel Hill - Carrboro	Orange	5/3/2023	78,141	3,555,409	6,246
550	Chapel Hill - Carrboro	Orange	4/29/2023	78,141	5,705,761	15,277
551	Chapel Hill - Carrboro	Orange	4/26/2023	78,141	2,290,759	6,263
552	Chapel Hill - Carrboro	Orange	4/22/2023	78,141	360,699	0
553	Chapel Hill - Carrboro	Orange	4/19/2023	78,141	1,709,383	3,992
554	Chapel Hill - Carrboro	Orange	4/15/2023	78,141	3,506,191	8,281
555	Chapel Hill - Carrboro	Orange	4/12/2023	78,141	14,969,701	26,778
556	Chapel Hill - Carrboro	Orange	4/7/2023	78,141	8,640,098	23,686
557	Chapel Hill - Carrboro	Orange	3/29/2023	78,141	15,316,193	35,169
558	Chapel Hill - Carrboro	Orange	3/25/2023	78,141	18,360,466	51,566
559	Chapel Hill - Carrboro	Orange	3/22/2023	78,141	4,468,683	12,267
560	Chapel Hill - Carrboro	Orange	3/18/2023	78,141	3,414,917	10,681
561	Chapel Hill - Carrboro	Orange	3/15/2023	78,141	3,259,035	9,104
562	Chapel Hill - Carrboro	Orange	3/11/2023	78,141	8,185,219	22,650
563	Chapel Hill - Carrboro	Orange	3/8/2023	78,141	13,480,773	36,000
564	Chapel Hill - Carrboro	Orange	3/4/2023	78,141	5,541,873	12,209
565	Chapel Hill - Carrboro	Orange	3/1/2023	78,141	8,908,058	24,850
566	Chapel Hill - Carrboro	Orange	2/25/2023	78,141	11,534,535	31,125
567	Chapel Hill - Carrboro	Orange	2/22/2023	78,141	21,055,775	56,921
568	Chapel Hill - Carrboro	Orange	2/18/2023	78,141	26,101,499	66,643
569	Chapel Hill - Carrboro	Orange	2/15/2023	78,141	26,552,033	45,867
570	Chapel Hill - Carrboro	Orange	2/11/2023	78,141	25,501,758	67,361
571	Chapel Hill - Carrboro	Orange	2/8/2023	78,141	14,891,799	37,779
572	Chapel Hill - Carrboro	Orange	2/4/2023	78,141	16,604,670	36,770
573	Chapel Hill - Carrboro	Orange	2/1/2023	78,141	29,238,827	72,111
574	Chapel Hill - Carrboro	Orange	1/28/2023	78,141	27,770,710	53,327
575	Chapel Hill - Carrboro	Orange	1/25/2023	78,141	26,362,789	60,000
576	Chapel Hill - Carrboro	Orange	1/21/2023	78,141	37,648,473	104,881
577	Chapel Hill - Carrboro	Orange	1/18/2023	78,141	10,435,325	29,268
578	Chapel Hill - Carrboro	Orange	1/14/2023	78,141	16,513,875	44,503
579	Chapel Hill - Carrboro	Orange	1/11/2023	78,141	24,857,477	65,955
580	Chapel Hill - Carrboro	Orange	1/7/2023	78,141	13,912,452	37,249
581	Chapel Hill - Carrboro	Orange	1/4/2023	78,141	40,429,784	118,717
582	Chapel Hill - Carrboro	Orange	12/31/2022	78,141	49,932,719	165,982
583	Chapel Hill - Carrboro	Orange	12/21/2022	78,141	10,715,904	33,720
584	Chapel Hill - Carrboro	Orange	12/17/2022	78,141	61,701,908	102,470
585	Chapel Hill - Carrboro	Orange	12/14/2022	78,141	18,784,237	57,446
586	Chapel Hill - Carrboro	Orange	12/10/2022	78,141	6,850,849	18,881
587	Chapel Hill - Carrboro	Orange	12/7/2022	78,141	8,188,262	23,574
588	Chapel Hill - Carrboro	Orange	12/3/2022	78,141	20,066,384	52,500
589	Chapel Hill - Carrboro	Orange	11/30/2022	78,141	12,729,271	32,084
590	Chapel Hill - Carrboro	Orange	11/23/2022	78,141	9,413,830	27,103
591	Chapel Hill - Carrboro	Orange	11/19/2022	78,141	2,161,569	6,581
592	Chapel Hill - Carrboro	Orange	11/16/2022	78,141	2,065,917	6,423
593	Chapel Hill - Carrboro	Orange	11/12/2022	78,141	5,909,634	18,625
594	Chapel Hill - Carrboro	Orange	11/9/2022	78,141	3,980,375	12,374
595	Chapel Hill - Carrboro	Orange	11/5/2022	78,141	7,957,072	23,499
596	Chapel Hill - Carrboro	Orange	11/2/2022	78,141	10,641,243	31,882
597	Chapel Hill - Carrboro	Orange	10/29/2022	78,141	7,568,747	23,495
598	Chapel Hill - Carrboro	Orange	10/26/2022	78,141	6,322,859	19,481
599	Chapel Hill - Carrboro	Orange	10/22/2022	78,141	6,749,989	22,583
600	Chapel Hill - Carrboro	Orange	10/19/2022	78,141	1,490,243	3,889
601	Chapel Hill - Carrboro	Orange	10/15/2022	78,141	7,487,493	21,260
602	Chapel Hill - Carrboro	Orange	10/12/2022	78,141	973,581	2,947
603	Chapel Hill - Carrboro	Orange	10/8/2022	78,141	8,158,420	24,302
604	Chapel Hill - Carrboro	Orange	10/5/2022	78,141	3,415,335	9,874
605	Chapel Hill - Carrboro	Orange	10/1/2022	78,141	10,827,933	33,461
606	Chapel Hill - Carrboro	Orange	9/28/2022	78,141	9,730,440	29,626
607	Chapel Hill - Carrboro	Orange	9/24/2022	78,141	4,350,768	12,757
608	Chapel Hill - Carrboro	Orange	9/21/2022	78,141	11,029,632	32,113
609	Chapel Hill - Carrboro	Orange	9/17/2022	78,141	12,256,111	35,937
610	Chapel Hill - Carrboro	Orange	9/14/2022	78,141	13,952,910	37,749
611	Chapel Hill - Carrboro	Orange	9/10/2022	78,141	5,898,720	16,043
612	Chapel Hill - Carrboro	Orange	9/7/2022	78,141	5,157,707	15,588
613	Chapel Hill - Carrboro	Orange	9/3/2022	78,141	13,922,629	39,587
614	Chapel Hill - Carrboro	Orange	8/31/2022	78,141	38,199,654	102,011
615	Chapel Hill - Carrboro	Orange	8/27/2022	78,141	30,973,119	86,168
616	Chapel Hill - Carrboro	Orange	8/24/2022	78,141	23,581,717	62,249
617	Chapel Hill - Carrboro	Orange	8/20/2022	78,141	19,331,811	57,009
618	Chapel Hill - Carrboro	Orange	8/17/2022	78,141	11,521,224	31,881
619	Chapel Hill - Carrboro	Orange	8/13/2022	78,141	28,286,795	83,179
620	Chapel Hill - Carrboro	Orange	8/10/2022	78,141	13,692,300	40,149
621	Chapel Hill - Carrboro	Orange	8/6/2022	78,141	23,784,334	65,551
622	Chapel Hill - Carrboro	Orange	8/3/2022	78,141	19,291,956	50,156
623	Chapel Hill - Carrboro	Orange	7/30/2022	78,141	40,621,107	102,011
624	Chapel Hill - Carrboro	Orange	7/26/2022	78,141	20,842,928	63,087
625	Chapel Hill - Carrboro	Orange	7/23/2022	78,141	11,724,031	34,135
626	Chapel Hill - Carrboro	Orange	7/20/2022	78,141	14,410,924	45,073
627	Chapel Hill - Carrboro	Orange	7/16/2022	78,141	4,754,399	14,870
628	Chapel Hill - Carrboro	Orange	7/13/2022	78,141	10,324,153	30,533
629	Chapel Hill - Carrboro	Orange	7/9/2022	78,141	14,667,649	44,396
630	Chapel Hill - Carrboro	Orange	7/6/2022	78,141	18,965,512	67,500
631	Chapel Hill - Carrboro	Orange	7/2/2022	78,141	9,449,766	29,246
632	Chapel Hill - Carrboro	Orange	6/29/2022	78,141	11,137,264	32,703
633	Chapel Hill - Carrboro	Orange	6/25/2022	78,141	10,134,604	32,285
634	Chapel Hill - Carrboro	Orange	6/22/2022	78,141	9,751,797	34,119
635	Chapel Hill - Carrboro	Orange	6/18/2022	78,141	8,096,583	23,310
636	Chapel Hill - Carrboro	Orange	6/15/2022	78,141	20,281,267	43,430
637	Chapel Hill - Carrboro	Orange	6/11/2022	78,141	20,642,650	44,249
638	Chapel Hill - Carrboro	Orange	6/8/2022	78,141	15,617,107	50,929
639	Chapel Hill - Carrboro	Orange	6/4/2022	78,141	16,497,724	48,238
640	Chapel Hill - Carrboro	Orange	6/1/2022	78,141	14,061,549	48,540
641	Chapel Hill - Carrboro	Orange	5/28/2022	78,141	14,821,310	42,493
642	Chapel Hill - Carrboro	Orange	5/25/2022	78,141	9,106,692	26,552
643	Chapel Hill - Carrboro	Orange	5/21/2022	78,141	20,168,924	64,952
644	Chapel Hill - Carrboro	Orange	5/18/2022	78,141	11,717,484	36,373
645	Chapel Hill - Carrboro	Orange	5/14/2022	78,141	18,979,161	60,930
646	Chapel Hill - Carrboro	Orange	5/11/2022	78,141	12,891,364	47,183
647	Chapel Hill - Carrboro	Orange	5/7/2022	78,141	20,573,057	60,930
648	Chapel Hill - Carrboro	Orange	5/4/2022	78,141	16,294,368	46,267
649	Chapel Hill - Carrboro	Orange	4/30/2022	78,141	21,017,784	63,246
650	Chapel Hill - Carrboro	Orange	4/27/2022	78,141	18,708,545	52,472
651	Chapel Hill - Carrboro	Orange	4/23/2022	78,141	25,074,359	68,648
652	Chapel Hill - Carrboro	Orange	4/20/2022	78,141	13,674,788	30,750
653	Chapel Hill - Carrboro	Orange	4/15/2022	78,141	30,900,705	87,500
654	Chapel Hill - Carrboro	Orange	4/13/2022	78,141	103,054	0
655	Chapel Hill - Carrboro	Orange	4/9/2022	78,141	14,778,271	38,714
656	Chapel Hill - Carrboro	Orange	4/6/2022	78,141	3,336,747	8,969
657	Chapel Hill - Carrboro	Orange	4/2/2022	78,141	6,338,319	15,764
658	Chapel Hill - Carrboro	Orange	3/30/2022	78,141	4,423,741	11,906
659	Chapel Hill - Carrboro	Orange	3/26/2022	78,141	526,285	0
660	Chapel Hill - Carrboro	Orange	3/23/2022	78,141	3,201,747	8,441
661	Chapel Hill - Carrboro	Orange	3/19/2022	78,141	2,319,369	2,622
662	Chapel Hill - Carrboro	Orange	3/16/2022	78,141	420,185	0
663	Chapel Hill - Carrboro	Orange	3/12/2022	78,141	2,057,840	5,303
664	Chapel Hill - Carrboro	Orange	3/9/2022	78,141	1,900,398	5,494
665	Chapel Hill - Carrboro	Orange	3/5/2022	78,141	263,692	0
666	Chapel Hill - Carrboro	Orange	3/2/2022	78,141	4,410,334	12,437
667	Chapel Hill - Carrboro	Orange	2/26/2022	78,141	1,764,684	5,123
668	Chapel Hill - Carrboro	Orange	2/23/2022	78,141	4,032,881	11,579
669	Chapel Hill - Carrboro	Orange	2/19/2022	78,141	5,501,782	15,951
670	Chapel Hill - Carrboro	Orange	2/16/2022	78,141	7,102,910	20,976
671	Chapel Hill - Carrboro	Orange	2/12/2022	78,141	6,161,963	16,937
672	Chapel Hill - Carrboro	Orange	2/9/2022	78,141	3,725,957	9,437
673	Chapel Hill - Carrboro	Orange	2/5/2022	78,141	9,925,003	27,875
674	Chapel Hill - Carrboro	Orange	2/2/2022	78,141	14,358,381	40,326
675	Chapel Hill - Carrboro	Orange	1/29/2022	78,141	22,146,223	61,695
676	Chapel Hill - Carrboro	Orange	1/26/2022	78,141	19,557,966	51,235
677	Chapel Hill - Carrboro	Orange	1/22/2022	78,141	33,764,910	85,000
678	Chapel Hill - Carrboro	Orange	1/19/2022	78,141	11,650,985	25,397
679	Chapel Hill - Carrboro	Orange	1/15/2022	78,141	14,665,931	41,990
680	Chapel Hill - Carrboro	Orange	1/12/2022	78,141	46,010,676	118,427
681	Chapel Hill - Carrboro	Orange	1/8/2022	78,141	89,091,349	256,856
682	Chapel Hill - Carrboro	Orange	1/5/2022	78,141	12,819,465	49,371
683	Chapel Hill - Carrboro	Orange	12/29/2021	78,141	136,750,384	211,453
684	Chapel Hill - Carrboro	Orange	12/22/2021	78,141	42,618,516	144,460
685	Chapel Hill - Carrboro	Orange	12/18/2021	78,141	10,384,471	35,027
686	Chapel Hill - Carrboro	Orange	12/15/2021	78,141	7,919,596	25,544
687	Chapel Hill - Carrboro	Orange	12/11/2021	78,141	2,090,474	6,538
688	Chapel Hill - Carrboro	Orange	12/8/2021	78,141	10,313,822	31,448
689	Chapel Hill - Carrboro	Orange	12/4/2021	78,141	3,730,021	11,031
690	Chapel Hill - Carrboro	Orange	12/1/2021	78,141	4,404,632	13,430
691	Chapel Hill - Carrboro	Orange	11/24/2021	78,141	255,417	0
692	Chapel Hill - Carrboro	Orange	11/20/2021	78,141	2,476,278	6,495
693	Chapel Hill - Carrboro	Orange	11/17/2021	78,141	2,854,118	8,393
694	Chapel Hill - Carrboro	Orange	11/13/2021	78,141	9,026,363	27,523
695	Chapel Hill - Carrboro	Orange	11/10/2021	78,141	3,979,637	11,906
696	Chapel Hill - Carrboro	Orange	11/6/2021	78,141	1,295,785	3,969
697	Chapel Hill - Carrboro	Orange	11/3/2021	78,141	2,981,135	8,906
698	Chapel Hill - Carrboro	Orange	10/30/2021	78,141	2,486,109	7,416
699	Chapel Hill - Carrboro	Orange	10/27/2021	78,141	11,085,833	32,006
700	Chapel Hill - Carrboro	Orange	10/23/2021	78,141	3,726,735	12,250
701	Chapel Hill - Carrboro	Orange	10/20/2021	78,141	2,476,121	7,323
702	Chapel Hill - Carrboro	Orange	10/16/2021	78,141	4,915,939	13,863
703	Chapel Hill - Carrboro	Orange	10/13/2021	78,141	109,099	0
704	Chapel Hill - Carrboro	Orange	10/9/2021	78,141	1,922,530	5,292
705	Chapel Hill - Carrboro	Orange	10/6/2021	78,141	4,157,571	11,278
706	Chapel Hill - Carrboro	Orange	10/2/2021	78,141	6,745,774	19,076
707	Chapel Hill - Carrboro	Orange	9/29/2021	78,141	8,123,352	23,618
708	Chapel Hill - Carrboro	Orange	9/25/2021	78,141	12,978,653	31,372
709	Chapel Hill - Carrboro	Orange	9/22/2021	78,141	5,846,808	16,625
710	Chapel Hill - Carrboro	Orange	9/18/2021	78,141	3,281,265	9,055
711	Chapel Hill - Carrboro	Orange	9/15/2021	78,141	8,256,468	23,157
712	Chapel Hill - Carrboro	Orange	9/11/2021	78,141	5,042,384	13,328
713	Chapel Hill - Carrboro	Orange	9/4/2021	78,141	14,025,634	38,863
714	Chapel Hill - Carrboro	Orange	9/1/2021	78,141	6,718,398	18,200
715	Chapel Hill - Carrboro	Orange	8/28/2021	78,141	18,786,869	49,529
716	Chapel Hill - Carrboro	Orange	8/25/2021	78,141	6,090,729	15,996
717	Chapel Hill - Carrboro	Orange	8/21/2021	78,141	20,406,069	54,635
718	Chapel Hill - Carrboro	Orange	8/18/2021	78,141	3,957,836	10,515
719	Chapel Hill - Carrboro	Orange	8/14/2021	78,141	3,616,312	10,455
720	Chapel Hill - Carrboro	Orange	8/11/2021	78,141	6,981,196	20,946
721	Chapel Hill - Carrboro	Orange	8/7/2021	78,141	4,399,555	14,102
722	Chapel Hill - Carrboro	Orange	8/4/2021	78,141	5,135,846	16,078
723	Chapel Hill - Carrboro	Orange	7/31/2021	78,141	9,984,661	29,402
724	Chapel Hill - Carrboro	Orange	7/28/2021	78,141	3,962,528	11,619
725	Chapel Hill - Carrboro	Orange	7/24/2021	78,141	2,184,654	6,379
726	Chapel Hill - Carrboro	Orange	7/21/2021	78,141	131,984	0
727	Chapel Hill - Carrboro	Orange	7/17/2021	78,141	1,016,301	2,850
728	Chapel Hill - Carrboro	Orange	7/14/2021	78,141	453,539	0
729	Chapel Hill - Carrboro	Orange	7/10/2021	78,141	147,241	0
730	Chapel Hill - Carrboro	Orange	7/7/2021	78,141	90,100	0
731	Chapel Hill - Carrboro	Orange	7/3/2021	78,141	363,013	0
732	Chapel Hill - Carrboro	Orange	6/30/2021	78,141	100,319	0
733	Chapel Hill - Carrboro	Orange	6/26/2021	78,141	205,658	0
734	Chapel Hill - Carrboro	Orange	6/22/2021	78,141	103,342	0
735	Chapel Hill - Carrboro	Orange	6/17/2021	78,141	94,994	0
736	Chapel Hill - Carrboro	Orange	6/15/2021	78,141	100,478	0
737	Chapel Hill - Carrboro	Orange	6/11/2021	78,141	106,364	0
738	Chapel Hill - Carrboro	Orange	6/8/2021	78,141	100,463	0
739	Chapel Hill - Carrboro	Orange	6/4/2021	78,141	109,531	0
740	Chapel Hill - Carrboro	Orange	6/1/2021	78,141	90,820	0
741	Chapel Hill - Carrboro	Orange	5/28/2021	78,141	96,001	0
742	Chapel Hill - Carrboro	Orange	5/25/2021	78,141	98,160	0
743	Chapel Hill - Carrboro	Orange	5/21/2021	78,141	92,835	0
744	Chapel Hill - Carrboro	Orange	5/18/2021	78,141	93,986	0
745	Chapel Hill - Carrboro	Orange	5/14/2021	78,141	96,865	0
746	Chapel Hill - Carrboro	Orange	5/11/2021	78,141	109,387	0
747	Chapel Hill - Carrboro	Orange	5/7/2021	78,141	98,160	0
748	Chapel Hill - Carrboro	Orange	5/4/2021	78,141	105,069	0
749	Chapel Hill - Carrboro	Orange	4/30/2021	78,141	2,113,387	6,093
750	Chapel Hill - Carrboro	Orange	4/27/2021	78,141	229,402	0
751	Chapel Hill - Carrboro	Orange	4/23/2021	78,141	2,177,925	6,423
752	Chapel Hill - Carrboro	Orange	4/20/2021	78,141	824,933	2,372
753	Chapel Hill - Carrboro	Orange	4/16/2021	78,141	691,499	1,871
754	Chapel Hill - Carrboro	Orange	4/13/2021	78,141	2,113,581	5,551
755	Chapel Hill - Carrboro	Orange	4/9/2021	78,141	3,013,409	8,250
756	Chapel Hill - Carrboro	Orange	4/6/2021	78,141	1,691,599	4,583
757	Chapel Hill - Carrboro	Orange	4/1/2021	78,141	1,697,476	4,108
758	Chapel Hill - Carrboro	Orange	3/30/2021	78,141	776,798	0
759	Chapel Hill - Carrboro	Orange	3/26/2021	78,141	421,323	0
760	Chapel Hill - Carrboro	Orange	3/23/2021	78,141	1,954,325	4,861
761	Chapel Hill - Carrboro	Orange	3/19/2021	78,141	8,895,333	24,648
762	Chapel Hill - Carrboro	Orange	3/16/2021	78,141	5,115,351	14,748
763	Chapel Hill - Carrboro	Orange	3/12/2021	78,141	2,145,855	6,093
764	Chapel Hill - Carrboro	Orange	3/9/2021	78,141	4,879,910	12,882
765	Chapel Hill - Carrboro	Orange	3/5/2021	78,141	609,945	0
766	Chapel Hill - Carrboro	Orange	3/2/2021	78,141	3,262,921	7,098
