"Date of sample","Treatment plant","Location of treatment plant","Number of residents","Inflow","Method","Uncertainties","Coronavirus result from the sample","Normalized RNA count"
"2022-11-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16500","qPCR B","b","Detected","80391"
"2022-11-21","Viinikanlahti","Tampere","200000","63701","qPCR B","b","Detected","253759"
"2022-11-21","Kakolanmäki","Turku","300000","64758","qPCR B","","Detected","431729"
"2022-11-21","Pått","Vaasa","69500","16271","qPCR B","b","Detected","141373"
"2022-11-14","Aggregated","Aggregated","","","qPCR B","","","381358"
"2022-11-14","Suomenoja","Espoo","390000","69925","qPCR B","","Detected","293807"
"2022-11-14","Viikinmäki","Helsinki","910000","244193","qPCR B","","Detected","126001"
"2022-11-14","Kuhasalo","Joensuu","98000","18562","qPCR B","","Detected","95496"
"2022-11-14","Nenäinniemi","Jyväskylä","154600","35989","qPCR B","","Detected","411776"
"2022-11-14","Lehtoniemi","Kuopio","95400","18315","qPCR B","","Detected","289972"
"2022-11-14","Taskila","Oulu","200000","45995","qPCR B","","Detected","93706"
"2022-11-14","Viinikanlahti","Tampere","200000","64943","qPCR B","","Detected","229265"
"2022-11-14","Kakolanmäki","Turku","300000","78063","qPCR B","","Detected","1630268"
"2022-11-14","Pått","Vaasa","69500","19210","qPCR B","","Detected","127897"
"2022-11-07","Aggregated","Aggregated","","","qPCR B","","","233574"
"2022-11-07","Aggregated","Aggregated","","","qPCR A","","","471218"
"2022-11-07","Suomenoja","Espoo","390000","73407","qPCR B","","Detected","271685"
"2022-11-07","Suomenoja","Espoo","390000","73407","qPCR A","","Detected","306237"
"2022-11-07","Viikinmäki","Helsinki","910000","284107","qPCR B","","Detected","216983"
"2022-11-07","Viikinmäki","Helsinki","910000","284107","qPCR A","","Detected","445152"
"2022-11-07","Kuhasalo","Joensuu","98000","15807","qPCR B","","Detected","86330"
"2022-11-07","Kuhasalo","Joensuu","98000","15807","qPCR A","","Detected","169837"
"2022-11-07","Nenäinniemi","Jyväskylä","154600","33740","qPCR B","","Detected","362238"
"2022-11-07","Nenäinniemi","Jyväskylä","154600","33740","qPCR A","","Detected","366716"
"2022-11-07","Lehtoniemi","Kuopio","95400","15693","qPCR B","","Detected","299004"
"2022-11-07","Lehtoniemi","Kuopio","95400","15693","qPCR A","","Detected","704438"
"2022-11-07","Taskila","Oulu","200000","44827","qPCR B","","Detected","301206"
"2022-11-07","Taskila","Oulu","200000","44827","qPCR A","","Detected","327990"
"2022-11-07","Viinikanlahti","Tampere","200000","63506","qPCR B","","Detected","329266"
"2022-11-07","Viinikanlahti","Tampere","200000","63506","qPCR A","","Detected","712896"
"2022-11-07","Kakolanmäki","Turku","300000","70426","qPCR B","","Detected","235603"
"2022-11-07","Kakolanmäki","Turku","300000","70426","qPCR A","","Detected","508936"
"2022-11-07","Pått","Vaasa","69500","18210","qPCR B","","Detected","89871"
"2022-10-31","Aggregated","Aggregated","","","qPCR B","","","121935"
"2022-10-31","Aggregated","Aggregated","","","qPCR A","","","478228"
"2022-10-31","Suomenoja","Espoo","390000","85593","qPCR B","","Detected","207693"
"2022-10-31","Suomenoja","Espoo","390000","85593","qPCR A","","Detected","818526"
"2022-10-31","Viikinmäki","Helsinki","910000","224884","qPCR B","","Detected","85058"
"2022-10-31","Viikinmäki","Helsinki","910000","224884","qPCR A","","Detected","332418"
"2022-10-31","Kuhasalo","Joensuu","98000","15152","qPCR B","","Detected","53238"
"2022-10-31","Kuhasalo","Joensuu","98000","15152","qPCR A","","Detected","208077"
"2022-10-31","Nenäinniemi","Jyväskylä","154600","34063","qPCR B","","Detected","193256"
"2022-10-31","Nenäinniemi","Jyväskylä","154600","34063","qPCR A","","Detected","762170"
"2022-10-31","Lehtoniemi","Kuopio","95400","15531","qPCR B","","Detected","152021"
"2022-10-31","Lehtoniemi","Kuopio","95400","15531","qPCR A","","Detected","590816"
"2022-10-31","Taskila","Oulu","200000","45249","qPCR B","","Detected","218718"
"2022-10-31","Taskila","Oulu","200000","45249","qPCR A","","Detected","861860"
"2022-10-31","Viinikanlahti","Tampere","200000","61456","qPCR B","","Detected","121883"
"2022-10-31","Viinikanlahti","Tampere","200000","61456","qPCR A","","Detected","475728"
"2022-10-31","Kakolanmäki","Turku","300000","68336","qPCR B","","Detected","199819"
"2022-10-31","Kakolanmäki","Turku","300000","68336","qPCR A","","Detected","787980"
"2022-10-31","Pått","Vaasa","69500","16081","qPCR B","","Detected","45811"
"2022-10-31","Pått","Vaasa","69500","16081","qPCR A","","Detected","179929"
"2022-10-24","Aggregated","Aggregated","","","qPCR B","","","177676"
"2022-10-24","Aggregated","Aggregated","","","qPCR A","","","440462"
"2022-10-24","Suomenoja","Espoo","390000","79643","qPCR B","b","Detected","225312"
"2022-10-24","Suomenoja","Espoo","390000","79643","qPCR A","b","Detected","525017"
"2022-10-24","Viikinmäki","Helsinki","910000","206160","qPCR B","b","Detected","139443"
"2022-10-24","Viikinmäki","Helsinki","910000","206160","qPCR A","b","Detected","368070"
"2022-10-24","Kuhasalo","Joensuu","98000","15212","qPCR B","","Detected","168858"
"2022-10-24","Kuhasalo","Joensuu","98000","15212","qPCR A","","Detected","402076"
"2022-10-24","Nenäinniemi","Jyväskylä","154600","34272","qPCR B","b","Detected","224533"
"2022-10-24","Nenäinniemi","Jyväskylä","154600","34272","qPCR A","b","Detected","603074"
"2022-10-24","Lehtoniemi","Kuopio","95400","17465","qPCR B","b","Detected","326570"
"2022-10-24","Lehtoniemi","Kuopio","95400","17465","qPCR A","b","Detected","774692"
"2022-10-24","Toikansuo","Lappeenranta","63000","10413","qPCR B","b","Detected","208096"
"2022-10-24","Toikansuo","Lappeenranta","63000","10413","qPCR A","b","Detected","465474"
"2022-10-24","Taskila","Oulu","200000","41436","qPCR B","b","Detected","119439"
"2022-10-24","Taskila","Oulu","200000","41436","qPCR A","b","Detected","313822"
"2022-10-24","Alheda","Jakobstad","30500","7078","qPCR B","b","Detected","55162"
"2022-10-24","Alheda","Jakobstad","30500","7078","qPCR A","b","Detected","95841"
"2022-10-24","Alakorkalo","Rovaniemi","55000","11240","qPCR B","","Detected","542434"
"2022-10-24","Alakorkalo","Rovaniemi","55000","11240","qPCR A","","Detected","1015274"
"2022-10-24","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15000","qPCR B","","Detected","95975"
"2022-10-24","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15000","qPCR A","","Detected","181061"
"2022-10-24","Viinikanlahti","Tampere","200000","63095","qPCR B","b","Detected","203418"
"2022-10-24","Viinikanlahti","Tampere","200000","63095","qPCR A","b","Detected","529358"
"2022-10-24","Kakolanmäki","Turku","300000","69805","qPCR B","","Detected","222573"
"2022-10-24","Kakolanmäki","Turku","300000","69805","qPCR A","","Detected","529787"
"2022-10-24","Pått","Vaasa","69500","16189","qPCR B","","Detected","97388"
"2022-10-24","Pått","Vaasa","69500","16189","qPCR A","","Detected","251812"
"2022-10-17","Aggregated","Aggregated","","","qPCR B","","","132802"
"2022-10-17","Aggregated","Aggregated","","","qPCR A","","","702957"
"2022-10-17","Suomenoja","Espoo","390000","88482","qPCR B","","Detected","279628"
"2022-10-17","Suomenoja","Espoo","390000","88482","qPCR A","","Detected","1199417"
"2022-10-17","Viikinmäki","Helsinki","910000","288891","qPCR B","b","Detected","85343"
"2022-10-17","Viikinmäki","Helsinki","910000","288891","qPCR A","b","Detected","674167"
"2022-10-17","Kuhasalo","Joensuu","98000","16657","qPCR B","b","Detected","85676"
"2022-10-17","Kuhasalo","Joensuu","98000","16657","qPCR A","b","Detected","365927"
"2022-10-17","Nenäinniemi","Jyväskylä","154600","36209","qPCR B","","Detected","419495"
"2022-10-17","Nenäinniemi","Jyväskylä","154600","36209","qPCR A","","Detected","1792346"
"2022-10-17","Lehtoniemi","Kuopio","95400","13845","qPCR B","","Detected","271993"
"2022-10-17","Lehtoniemi","Kuopio","95400","13845","qPCR A","","Detected","1164539"
"2022-10-17","Taskila","Oulu","200000","45755","qPCR B","","Detected","99622"
"2022-10-17","Taskila","Oulu","200000","45755","qPCR A","","Detected","257566"
"2022-10-17","Viinikanlahti","Tampere","200000","70760","qPCR B","b","Detected","231704"
"2022-10-17","Viinikanlahti","Tampere","200000","70760","qPCR A","b","Detected","1002393"
"2022-10-17","Kakolanmäki","Turku","300000","86650","qPCR B","b","Detected","221914"
"2022-10-17","Kakolanmäki","Turku","300000","86650","qPCR A","b","Detected","958199"
"2022-10-17","Pått","Vaasa","69500","24185","qPCR B","","Detected","55813"
"2022-10-17","Pått","Vaasa","69500","24185","qPCR A","","Detected","239800"
"2022-10-10","Aggregated","Aggregated","","","qPCR B","","","215971"
"2022-10-10","Aggregated","Aggregated","","","qPCR A","","","299135"
"2022-10-10","Suomenoja","Espoo","390000","78352","qPCR B","b","Detected","390605"
"2022-10-10","Suomenoja","Espoo","390000","78352","qPCR A","b","Detected","257422"
"2022-10-10","Viikinmäki","Helsinki","910000","203985","qPCR B","","Detected","181921"
"2022-10-10","Viikinmäki","Helsinki","910000","203985","qPCR A","","Detected","244748"
"2022-10-10","Kuhasalo","Joensuu","98000","15020","qPCR B","b","Detected","177405"
"2022-10-10","Kuhasalo","Joensuu","98000","15020","qPCR A","b","Detected","214245"
"2022-10-10","Nenäinniemi","Jyväskylä","154600","32857","qPCR B","b","Detected","502786"
"2022-10-10","Nenäinniemi","Jyväskylä","154600","32857","qPCR A","b","Detected","797199"
"2022-10-10","Lehtoniemi","Kuopio","95400","14347","qPCR B","","Detected","300373"
"2022-10-10","Lehtoniemi","Kuopio","95400","14347","qPCR A","","Detected","491167"
"2022-10-10","Taskila","Oulu","200000","46835","qPCR B","b","Detected","143320"
"2022-10-10","Taskila","Oulu","200000","46835","qPCR A","b","Detected","178355"
"2022-10-10","Viinikanlahti","Tampere","200000","63743","qPCR B","","Detected","327445"
"2022-10-10","Viinikanlahti","Tampere","200000","63743","qPCR A","","Detected","470987"
"2022-10-10","Kakolanmäki","Turku","300000","62668","qPCR B","","Detected","298882"
"2022-10-10","Kakolanmäki","Turku","300000","62668","qPCR A","","Detected","429478"
"2022-10-10","Pått","Vaasa","69500","16519","qPCR B","","Detected","130726"
"2022-10-10","Pått","Vaasa","69500","16519","qPCR A","","Detected","157748"
"2022-10-03","Aggregated","Aggregated","","","qPCR B","","","91914"
"2022-10-03","Aggregated","Aggregated","","","qPCR A","","","441982"
"2022-10-03","Suomenoja","Espoo","390000","80541","qPCR B","","Detected","164097"
"2022-10-03","Suomenoja","Espoo","390000","80541","qPCR A","","Detected","843489"
"2022-10-03","Viikinmäki","Helsinki","910000","202247","qPCR B","","Detected","108740"
"2022-10-03","Viikinmäki","Helsinki","910000","202247","qPCR A","","Detected","523286"
"2022-10-03","Kuhasalo","Joensuu","98000","13438","qPCR B","","Detected","50084"
"2022-10-03","Kuhasalo","Joensuu","98000","13438","qPCR A","","Detected","245834"
"2022-10-03","Nenäinniemi","Jyväskylä","154600","31940","qPCR B","","Detected","1261744"
"2022-10-03","Nenäinniemi","Jyväskylä","154600","31940","qPCR A","","Detected","1585441"
"2022-10-03","Lehtoniemi","Kuopio","95400","13699","qPCR B","","Detected","125892"
"2022-10-03","Lehtoniemi","Kuopio","95400","13699","qPCR A","","Detected","585885"
"2022-10-03","Taskila","Oulu","200000","40062","qPCR B","","Detected","92309"
"2022-10-03","Taskila","Oulu","200000","40062","qPCR A","","Detected","441223"
"2022-10-03","Viinikanlahti","Tampere","200000","57805","qPCR B","","Detected","31998"
"2022-10-03","Viinikanlahti","Tampere","200000","57805","qPCR A","","Detected","162357"
"2022-10-03","Kakolanmäki","Turku","300000","66027","qPCR B","","Detected","94331"
"2022-10-03","Kakolanmäki","Turku","300000","66027","qPCR A","","Detected","451814"
"2022-10-03","Pått","Vaasa","69500","14984","qPCR B","","Detected","44792"
"2022-10-03","Pått","Vaasa","69500","14984","qPCR A","","Detected","220896"
"2022-09-26","Aggregated","Aggregated","","","qPCR B","","","140743"
"2022-09-26","Aggregated","Aggregated","","","qPCR A","","","336379"
"2022-09-26","Suomenoja","Espoo","390000","75510","qPCR B","","Detected","313814"
"2022-09-26","Suomenoja","Espoo","390000","75510","qPCR A","","Detected","434415"
"2022-09-26","Viikinmäki","Helsinki","910000","206038","qPCR B","","Detected","111279"
"2022-09-26","Viikinmäki","Helsinki","910000","206038","qPCR A","","Detected","273954"
"2022-09-26","Kuhasalo","Joensuu","98000","13762","qPCR B","","Detected","257684"
"2022-09-26","Kuhasalo","Joensuu","98000","13762","qPCR A","","Detected","595267"
"2022-09-26","Nenäinniemi","Jyväskylä","154600","32491","qPCR B","","Detected","411297"
"2022-09-26","Nenäinniemi","Jyväskylä","154600","32491","qPCR A","","Detected","964546"
"2022-09-26","Lehtoniemi","Kuopio","95400","13232","qPCR B","","Detected","123461"
"2022-09-26","Lehtoniemi","Kuopio","95400","13232","qPCR A","","Detected","322699"
"2022-09-26","Taskila","Oulu","200000","39246","qPCR B","","Detected","71008"
"2022-09-26","Taskila","Oulu","200000","39246","qPCR A","","Detected","172565"
"2022-09-26","Viinikanlahti","Tampere","200000","58683","qPCR B","","Detected","155372"
"2022-09-26","Viinikanlahti","Tampere","200000","58683","qPCR A","","Detected","377713"
"2022-09-26","Kakolanmäki","Turku","300000","54553","qPCR B","","Detected","258592"
"2022-09-26","Kakolanmäki","Turku","300000","54553","qPCR A","","Detected","586836"
"2022-09-26","Pått","Vaasa","69500","15876","qPCR B","","Detected","35236"
"2022-09-26","Pått","Vaasa","69500","15876","qPCR A","","Detected","78829"
"2022-09-19","Aggregated","Aggregated","","","qPCR B","","","48516"
"2022-09-19","Aggregated","Aggregated","","","qPCR A","","","142915"
"2022-09-19","Suomenoja","Espoo","390000","88086","qPCR B","","Detected","40334"
"2022-09-19","Suomenoja","Espoo","390000","88086","qPCR A","","Detected","114241"
"2022-09-19","Viikinmäki","Helsinki","910000","218008","qPCR B","","Detected","37296"
"2022-09-19","Viikinmäki","Helsinki","910000","218008","qPCR A","","Detected","106163"
"2022-09-19","Kuhasalo","Joensuu","98000","14318","qPCR B","b","Detected","36242"
"2022-09-19","Kuhasalo","Joensuu","98000","14318","qPCR A","b","Detected","113729"
"2022-09-19","Nenäinniemi","Jyväskylä","154600","32922","qPCR B","","Detected","91200"
"2022-09-19","Nenäinniemi","Jyväskylä","154600","32922","qPCR A","","Detected","147536"
"2022-09-19","Lehtoniemi","Kuopio","95400","13367","qPCR B","","Detected","41043"
"2022-09-19","Lehtoniemi","Kuopio","95400","13367","qPCR A","","Detected","131547"
"2022-09-19","Toikansuo","Lappeenranta","63000","11132","qPCR B","b","Detected","39333"
"2022-09-19","Toikansuo","Lappeenranta","63000","11132","qPCR A","b","Detected","114031"
"2022-09-19","Taskila","Oulu","200000","46278","qPCR B","","Detected","35224"
"2022-09-19","Taskila","Oulu","200000","46278","qPCR A","","Detected","103165"
"2022-09-19","Alheda","Jakobstad","30500","7027","qPCR B","b","Detected","16363"
"2022-09-19","Alheda","Jakobstad","30500","7027","qPCR A","b","Detected","16904"
"2022-09-19","Alakorkalo","Rovaniemi","55000","10580","qPCR B","","Detected","58606"
"2022-09-19","Alakorkalo","Rovaniemi","55000","10580","qPCR A","","Detected","187006"
"2022-09-19","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15664","qPCR B","","Detected","9273"
"2022-09-19","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","15664","qPCR A","","Detected","32379"
"2022-09-19","Viinikanlahti","Tampere","200000","62081","qPCR B","","Detected","71480"
"2022-09-19","Viinikanlahti","Tampere","200000","62081","qPCR A","","Detected","207437"
"2022-09-19","Kakolanmäki","Turku","300000","62220","qPCR B","","Detected","87096"
"2022-09-19","Kakolanmäki","Turku","300000","62220","qPCR A","","Detected","263110"
"2022-09-19","Pått","Vaasa","69500","18406","qPCR B","","Detected","20633"
"2022-09-19","Pått","Vaasa","69500","18406","qPCR A","","Detected","55888"
"2022-09-12","Aggregated","Aggregated","","","qPCR B","","","76833"
"2022-09-12","Aggregated","Aggregated","","","qPCR A","","","108126"
"2022-09-12","Suomenoja","Espoo","390000","73025","qPCR B","c","Detected","162537"
"2022-09-12","Suomenoja","Espoo","390000","73025","qPCR A","c","Detected","132128"
"2022-09-12","Viikinmäki","Helsinki","910000","199135","qPCR B","","Detected","70535"
"2022-09-12","Viikinmäki","Helsinki","910000","199135","qPCR A","","Detected","95672"
"2022-09-12","Kuhasalo","Joensuu","98000","13654","qPCR B","","Detected","83129"
"2022-09-12","Kuhasalo","Joensuu","98000","13654","qPCR A","","Detected","133949"
"2022-09-12","Nenäinniemi","Jyväskylä","154600","29803","qPCR B","","Detected","201344"
"2022-09-12","Nenäinniemi","Jyväskylä","154600","29803","qPCR A","","Detected","140419"
"2022-09-12","Lehtoniemi","Kuopio","95400","12573","qPCR B","","Detected","91590"
"2022-09-12","Lehtoniemi","Kuopio","95400","12573","qPCR A","","Detected","152874"
"2022-09-12","Taskila","Oulu","200000","40935","qPCR B","","Detected","53349"
"2022-09-12","Taskila","Oulu","200000","40935","qPCR A","","Detected","67842"
"2022-09-12","Viinikanlahti","Tampere","200000","57627","qPCR B","","Detected","71325"
"2022-09-12","Viinikanlahti","Tampere","200000","57627","qPCR A","","Detected","92973"
"2022-09-12","Kakolanmäki","Turku","300000","52588","qPCR B","","Detected","118723"
